,thscode,ths_fund_short_name_fund,ths_fund_manager_current_fund,ths_fund_manager_his_fund,ths_isindexfund_fund,ths_invest_type_first_classi_fund,ths_invest_type_second_classi_fund,ths_fund_scale_fund,ths_found_years_fund,ths_org_investor_held_ratio_fund,ths_stock_mv_to_fanv_fund
120,010676.OF,光大保德信新机遇混合A,房雷,魏晓雪(20210330-20220910) 房雷(20220827-至今),否,混合型基金,偏股混合型基金,238972338.17,2.3287671232877,20.94,90.932666514727
121,010678.OF,中欧均衡成长混合A,王健,王健(20201211-至今),否,混合型基金,偏股混合型基金,1334300408.27,2.627397260274,0.36,83.931670493916
122,010679.OF,中欧均衡成长混合C,王健,王健(20201211-至今),否,混合型基金,偏股混合型基金,72745594.89,2.627397260274,1.06,83.931670493916
123,010683.OF,中融景颐6个月持有混合A,"朱柏蓉,钱文成",朱柏蓉(20210127-至今) 钱文成(20210203-至今),否,混合型基金,偏债混合型基金,201798992.96,2.4986301369863,,22.073100960693
124,010684.OF,中融景颐6个月持有混合C,"钱文成,朱柏蓉",朱柏蓉(20210127-至今) 钱文成(20210203-至今),否,混合型基金,偏债混合型基金,40126077.54,2.4986301369863,,22.073100960693
125,010688.OF,招商瑞德一年持有期混合A,"王景,马龙,侯杰",王景(20210126-至今) 马龙(20210126-至今) 侯杰(20210507-至今),否,混合型基金,偏债混合型基金,584920851.89,2.5013698630137,,17.107414586832
126,010689.OF,招商瑞德一年持有期混合C,"马龙,王景,侯杰",王景(20210126-至今) 马龙(20210126-至今) 侯杰(20210507-至今),否,混合型基金,偏债混合型基金,82029034.53,2.5013698630137,0.01,17.107414586832
127,010690.OF,万家互联互通核心资产量化策略混合A,尹航,乔亮(20210325-20220818) 尹航(20210325-至今),否,混合型基金,偏股混合型基金,53476714.94,2.3424657534247,,88.451883799471
128,010691.OF,万家互联互通核心资产量化策略混合C,尹航,乔亮(20210325-20220818) 尹航(20210325-至今),否,混合型基金,偏股混合型基金,15291327.27,2.3424657534247,,88.451883799471
129,010692.OF,华夏核心价值混合A,"黄文倩,艾邦妮",黄文倩(20210420-至今) 艾邦妮(20230227-至今),否,混合型基金,偏股混合型基金,178025212.53,2.2712328767123,0.33,92.858788599557
130,010693.OF,华夏核心价值混合C,"黄文倩,艾邦妮",黄文倩(20210420-至今) 艾邦妮(20230227-至今),否,混合型基金,偏股混合型基金,55467408.72,2.2712328767123,0.3,92.858788599557
131,010694.OF,万家内需增长一年持有期混合,李文宾,李文宾(20210302-至今),否,混合型基金,偏股混合型基金,926817064.51,2.4054794520548,0.82,94.463659297007
132,010695.OF,华夏磐益一年定开混合,张城源,张城源(20210126-至今),否,混合型基金,偏股混合型基金,886158852.47,2.5013698630137,39.01,98.686975257135
133,010696.OF,工银金融地产混合C,鄢耀,王君正(20201123-20220909) 鄢耀(20201123-至今),否,混合型基金,偏股混合型基金,300410634.82,2.6767123287671,88.08,92.954222195051
134,010697.OF,中融行业先锋6个月持有混合A,陈荔,甘传琦(20210209-20230419) 陈荔(20230119-至今),否,混合型基金,偏股混合型基金,122494465.58,2.4630136986301,2.92,86.878225313197
135,010698.OF,中融行业先锋6个月持有混合C,陈荔,甘传琦(20210209-20230419) 陈荔(20230119-至今),否,混合型基金,偏股混合型基金,7468411.29,2.4630136986301,,86.878225313197
136,010699.OF,东方红创新趋势混合,蔡志鹏,蔡志鹏(20210315-至今),否,混合型基金,偏股混合型基金,2144802227.6,2.3698630136986,0.38,89.618931342945
137,010700.OF,东方红锦丰优选两年定开混合,"胡伟,高德勇",胡伟(20210122-至今) 高德勇(20210122-至今),否,混合型基金,偏债混合型基金,653166020.67,2.5123287671233,0.14,19.824051513086
138,010701.OF,恒越内需驱动混合A,王晓明,高楠(20210104-20230110) 王晓明(20230110-至今),否,混合型基金,偏股混合型基金,478719153.23,2.5616438356164,30.57,90.576496258478
139,010702.OF,恒越内需驱动混合C,王晓明,高楠(20210104-20230110) 王晓明(20230110-至今),否,混合型基金,偏股混合型基金,134906845.22,2.5616438356164,0.91,90.576496258478
140,010706.OF,景顺长城景骊成长混合,梁荣,李孟海(20210507-20221124) 梁荣(20221021-至今),否,混合型基金,偏股混合型基金,64241982.84,2.2246575342466,,68.490703519186
141,010707.OF,安信平稳合盈一年持有混合A,"张竞,黄晓宾",庄园(20210201-20220623) 张竞(20210201-至今) 黄晓宾(20220623-至今),否,混合型基金,偏债混合型基金,322566027.63,2.4849315068493,0.3,17.256446189941
142,010708.OF,安信平稳合盈一年持有混合C,"张竞,黄晓宾",庄园(20210201-20220623) 张竞(20210201-至今) 黄晓宾(20220623-至今),否,混合型基金,偏债混合型基金,12484444.85,2.4849315068493,,17.256446189941
143,010711.OF,华富国潮优选混合发起式,王羿伟,龚炜(20210923-20220823) 王羿伟(20220822-至今),否,混合型基金,偏股混合型基金,19012697.55,1.8438356164384,35.82,90.366853925383
144,010712.OF,中欧瑾利混合A,"华李成,胡阗洋",华李成(20201230-至今) 胡阗洋(20220127-至今),否,混合型基金,偏债混合型基金,139379865.23,2.5753424657534,99.95,31.314094201529
145,010713.OF,中欧瑾利混合C,"华李成,胡阗洋",华李成(20201230-至今) 胡阗洋(20220127-至今),否,混合型基金,偏债混合型基金,376569893.09,2.5753424657534,99.59,31.314094201529
146,010714.OF,东方红远见价值混合A,周杨,周杨(20210412-至今),否,混合型基金,偏股混合型基金,2144511086.3,2.2931506849315,3.54,83.49114938285
147,010715.OF,财通资管消费升级一年持有期混合A,于洋,于洋(20210720-至今),否,混合型基金,偏股混合型基金,618522548.34,2.0219178082192,1.51,93.324662854896
148,010716.OF,财通资管消费升级一年持有期混合C,于洋,于洋(20210720-至今),否,混合型基金,偏股混合型基金,34627109.25,2.0219178082192,,93.324662854896
149,010717.OF,前海开源优质企业6个月持有混合A,曲扬,曲扬(20210108-至今),否,混合型基金,偏股混合型基金,3902351904.67,2.5506849315068,0.35,93.306319367509
150,010718.OF,前海开源优质企业6个月持有混合C,曲扬,曲扬(20210108-至今),否,混合型基金,偏股混合型基金,535557675.13,2.5506849315068,0.06,93.306319367509
151,010723.OF,中欧价值成长混合A,王健,王健(20201216-至今),否,混合型基金,偏股混合型基金,2138743623.66,2.613698630137,0.02,83.011569316599
152,010724.OF,中欧价值成长混合C,王健,王健(20201216-至今),否,混合型基金,偏股混合型基金,143881738.07,2.613698630137,0.8,83.011569316599
153,010725.OF,鹏华安享一年持有期混合A,"陈大烨,李君",汪坤(20210106-20230412) 陈大烨(20230325-至今) 李君(20230805-至今),否,混合型基金,偏债混合型基金,285122250.48,2.5561643835616,2.84,17.385483028367
154,010726.OF,鹏华安享一年持有期混合C,"陈大烨,李君",汪坤(20210106-20230412) 陈大烨(20230325-至今) 李君(20230805-至今),否,混合型基金,偏债混合型基金,358885368.28,2.5561643835616,2.13,17.385483028367
155,010728.OF,中泰兴诚价值一年持有混合A,"姜诚,田瑀",姜诚(20210208-至今) 田瑀(20210208-至今),否,混合型基金,偏股混合型基金,669241694.72,2.4657534246575,12.9,92.286079793204
156,010729.OF,中泰兴诚价值一年持有混合C,"田瑀,姜诚",姜诚(20210208-至今) 田瑀(20210208-至今),否,混合型基金,偏股混合型基金,110708627.85,2.4657534246575,0.23,92.286079793204
157,010730.OF,银华心佳两年持有期混合,李晓星,李晓星(20210108-至今),否,混合型基金,偏股混合型基金,8600178964.0,2.5506849315068,0.25,92.735026828665
158,010731.OF,广发创新医疗两年持有期混合A,吴兴武,吴兴武(20210319-至今),否,混合型基金,偏股混合型基金,374898030.72,2.358904109589,1.7,93.382585685377
159,010732.OF,广发创新医疗两年持有期混合C,吴兴武,吴兴武(20210319-至今),否,混合型基金,偏股混合型基金,108486453.6,2.358904109589,0.95,93.382585685377
160,010738.OF,大成优选升级一年持有混合A,戴军,戴军(20201223-至今),否,混合型基金,偏股混合型基金,318984372.31,2.5945205479452,0.0,80.426790993528
161,010739.OF,大成优选升级一年持有混合C,戴军,戴军(20201223-至今),否,混合型基金,偏股混合型基金,11368989.19,2.5945205479452,,80.426790993528
162,010740.OF,汇安核心价值混合A,陈欣,陈欣(20210316-至今),否,混合型基金,偏股混合型基金,37433327.47,2.3671232876712,36.38,92.833271761159
163,010741.OF,汇安核心价值混合C,陈欣,陈欣(20210316-至今),否,混合型基金,偏股混合型基金,18943239.64,2.3671232876712,37.08,92.833271761159
164,010742.OF,南方宁悦一年持有期混合A,孙鲁闽,孙鲁闽(20210106-至今),否,混合型基金,偏债混合型基金,706140893.05,2.5561643835616,0.17,28.200996188234
165,010743.OF,南方宁悦一年持有期混合C,孙鲁闽,孙鲁闽(20210106-至今),否,混合型基金,偏债混合型基金,119884910.25,2.5561643835616,,28.200996188234
166,010744.OF,工银灵动价值混合A,王筱苓,王筱苓(20201225-至今),否,混合型基金,偏股混合型基金,1026714443.91,2.5890410958904,0.01,85.464572835786
167,010745.OF,工银灵动价值混合C,王筱苓,王筱苓(20201225-至今),否,混合型基金,偏股混合型基金,74401988.53,2.5890410958904,5.42,85.464572835786
168,010746.OF,富安达长三角区域主题混合,杨红,吴战峰(20201222-20230616) 杨红(20230608-至今),否,混合型基金,偏股混合型基金,86883550.16,2.5972602739726,17.99,92.87920742021
169,010747.OF,宝盈祥和9个月定开混合A,"邓栋,蔡丹",邓栋(20220419-至今) 蔡丹(20230218-至今),否,混合型基金,偏债混合型基金,62781390.66,1.2739726027397,,5.5354651812229
170,010748.OF,宝盈祥和9个月定开混合C,"邓栋,蔡丹",邓栋(20220419-至今) 蔡丹(20230218-至今),否,混合型基金,偏债混合型基金,13463759.82,1.2739726027397,20.0,5.5354651812229
171,010751.OF,宝盈优质成长混合A,侯嘉敏,李健伟(20211011-20211217) 侯嘉敏(20211203-至今),否,混合型基金,偏股混合型基金,395880986.45,1.7945205479452,0.74,93.874739680431
172,010752.OF,宝盈优质成长混合C,侯嘉敏,李健伟(20211011-20211217) 侯嘉敏(20211203-至今),否,混合型基金,偏股混合型基金,66598144.53,1.7945205479452,,93.874739680431
173,010754.OF,招商沪港深科技创新混合C,"王超,晏磊",王超(20210121-至今) 白海峰(20210121-20230707) 晏磊(20211113-至今),否,混合型基金,灵活配置型基金,20317196.88,2.5150684931507,70.49,90.630931717858
174,010755.OF,博道睿见一年持有期混合,史伟,史伟(20201208-至今),否,混合型基金,偏股混合型基金,558466129.46,2.6356164383562,7.6,92.582032035577
175,010756.OF,兴华永兴混合发起式A,徐迅,冷文鹏(20201216-20230207) 徐迅(20230207-至今),否,混合型基金,偏股混合型基金,23765475.62,2.613698630137,91.11,94.716732094124
176,010757.OF,兴华永兴混合发起式C,徐迅,冷文鹏(20201216-20230207) 徐迅(20230207-至今),否,混合型基金,偏股混合型基金,497865.67,2.613698630137,,94.716732094124
177,010761.OF,华商甄选回报混合A,周海栋,周海栋(20210119-至今),否,混合型基金,偏股混合型基金,6346748230.94,2.5205479452055,66.2,70.556045056661
178,010764.OF,九泰锐升混合,"刘开运,孟亚强",刘开运(20210120-至今) 孟亚强(20210120-至今),否,混合型基金,偏股混合型基金,159386209.93,2.5178082191781,0.04,88.36535070957
179,010765.OF,国寿安保华丰混合A,"李捷,宋易潞",李捷(20210201-至今) 宋易潞(20220810-至今),否,混合型基金,偏股混合型基金,42139091.41,2.4849315068493,99.03,83.843798734774
180,010766.OF,国寿安保华丰混合C,"李捷,宋易潞",李捷(20210201-至今) 宋易潞(20220810-至今),否,混合型基金,偏股混合型基金,82720.69,2.4849315068493,,83.843798734774
181,010773.OF,景顺长城泰阳回报混合A,"周春泉,陈莹",陈莹(20210722-至今) 周春泉(20210824-至今),否,混合型基金,偏债混合型基金,95818647.85,2.0164383561644,99.97,19.933848312825
182,010774.OF,景顺长城泰阳回报混合C,"陈莹,周春泉",陈莹(20210722-至今) 周春泉(20210824-至今),否,混合型基金,偏债混合型基金,2440.68,2.0164383561644,100.0,19.933848312825
183,010775.OF,博时恒旭一年持有期混合A,"陈伟,王申",王申(20201216-至今) 陈伟(20210721-至今),否,混合型基金,偏债混合型基金,648857325.78,2.613698630137,,10.498010683258
184,010776.OF,博时恒旭一年持有期混合C,"陈伟,王申",王申(20201216-至今) 陈伟(20210721-至今),否,混合型基金,偏债混合型基金,65023703.94,2.613698630137,,10.498010683258
185,010779.OF,西部利得量化优选一年持有期混合A,盛丰衍,盛丰衍(20210119-至今),否,混合型基金,偏股混合型基金,406107194.33,2.5205479452055,0.77,89.524280310103
186,010780.OF,西部利得量化优选一年持有期混合C,盛丰衍,盛丰衍(20210119-至今),否,混合型基金,偏股混合型基金,109953946.82,2.5205479452055,,89.524280310103
187,010781.OF,兴业聚申一年持有期混合A,腊博,腊博(20201223-至今),否,混合型基金,偏债混合型基金,200692047.54,2.5945205479452,,19.824351161205
188,010782.OF,兴业聚申一年持有期混合C,腊博,腊博(20201223-至今),否,混合型基金,偏债混合型基金,94381511.69,2.5945205479452,,19.824351161205
189,010783.OF,德邦沪港深龙头混合A,"郭成东,王佳卉",郭成东(20201214-至今) 王佳卉(20210312-至今),否,混合型基金,偏股混合型基金,53927123.2,2.6191780821918,,82.706080703492
190,010784.OF,德邦沪港深龙头混合C,"郭成东,王佳卉",郭成东(20201214-至今) 王佳卉(20210312-至今),否,混合型基金,偏股混合型基金,28067713.02,2.6191780821918,,82.706080703492
191,010787.OF,华安优势企业混合A,杨明,杨明(20201230-至今),否,混合型基金,偏股混合型基金,2114079172.97,2.5753424657534,0.73,92.561598894597
192,010788.OF,华安优势企业混合C,杨明,杨明(20201230-至今),否,混合型基金,偏股混合型基金,149034160.28,2.5753424657534,0.07,92.561598894597
193,010790.OF,海富通均衡甄选混合A,周雪军,周雪军(20210126-至今),否,混合型基金,偏股混合型基金,959931860.05,2.5013698630137,41.99,90.723872647931
194,010791.OF,海富通均衡甄选混合C,周雪军,周雪军(20210126-至今),否,混合型基金,偏股混合型基金,342658222.31,2.5013698630137,19.23,90.723872647931
195,010792.OF,华安成长先锋混合A,蒋璆,蒋璆(20210223-至今),否,混合型基金,偏股混合型基金,982446283.82,2.4246575342466,0.01,93.797838563205
196,010793.OF,华安成长先锋混合C,蒋璆,蒋璆(20210223-至今),否,混合型基金,偏股混合型基金,274689079.91,2.4246575342466,2.92,93.797838563205
197,010795.OF,民生加银价值发现一年持有期混合A,柳世庆,柳世庆(20210305-至今),否,混合型基金,偏股混合型基金,445227637.6,2.3972602739726,1.94,93.314974361132
198,010796.OF,民生加银价值发现一年持有期混合C,柳世庆,柳世庆(20210305-至今),否,混合型基金,偏股混合型基金,31664207.66,2.3972602739726,,93.314974361132
199,010797.OF,长城优选回报六个月持有期混合A,"马强,唐然",马强(20210120-至今) 唐然(20220916-至今),否,混合型基金,偏债混合型基金,190089498.56,2.5178082191781,,30.998802188698
200,010798.OF,长城优选回报六个月持有期混合C,"马强,唐然",马强(20210120-至今) 唐然(20220916-至今),否,混合型基金,偏债混合型基金,26034022.08,2.5178082191781,,30.998802188698
201,010799.OF,长城优选稳进六个月混合A,马强,马强(20210407-至今),否,混合型基金,偏债混合型基金,140977842.35,2.3068493150685,,32.138298465173
202,010800.OF,长城优选稳进六个月混合C,马强,马强(20210407-至今),否,混合型基金,偏债混合型基金,2918046.68,2.3068493150685,,32.138298465173
203,010807.OF,融通稳信增益6个月持有期混合A,"何龙,张彩婷",何龙(20220125-至今) 张彩婷(20230315-至今),否,混合型基金,偏债混合型基金,61696902.04,1.5041095890411,29.23,10.706886805128
204,010808.OF,达诚策略先锋混合A,蔡霖,王超伟(20201225-20220530) 蔡霖(20220530-至今),否,混合型基金,偏股混合型基金,31510170.97,2.5890410958904,,81.991409376806
205,010809.OF,达诚策略先锋混合C,蔡霖,王超伟(20201225-20220530) 蔡霖(20220530-至今),否,混合型基金,偏股混合型基金,30303880.29,2.5890410958904,,81.991409376806
206,010813.OF,华安添益一年混合A,贺涛,郑可成(20210309-20230328) 贺涛(20230328-至今),否,混合型基金,偏债混合型基金,143064865.88,2.386301369863,,12.456851640891
207,010814.OF,华安添益一年混合C,贺涛,郑可成(20210309-20230328) 贺涛(20230328-至今),否,混合型基金,偏债混合型基金,27164847.57,2.386301369863,,12.456851640891
208,010817.OF,国联安鑫稳3个月持有混合A,"陈建华,刘佃贵",陈建华(20210622-至今) 林渌(20210622-20230105) 刘佃贵(20230105-至今),否,混合型基金,偏债混合型基金,117497440.03,2.0986301369863,,12.726066542996
209,010818.OF,国联安鑫稳3个月持有混合C,"陈建华,刘佃贵",陈建华(20210622-至今) 林渌(20210622-20230105) 刘佃贵(20230105-至今),否,混合型基金,偏债混合型基金,12427159.78,2.0986301369863,,12.726066542996
210,010819.OF,安信稳健回报6个月混合A,"王涛,祝璐琛",钟光正(20201222-20220623) 潘巍(20201222-20220301) 王涛(20220520-至今) 祝璐琛(20220520-至今),否,混合型基金,偏债混合型基金,48843342.92,2.5972602739726,1.33,18.266290956083
211,010820.OF,安信稳健回报6个月混合C,"王涛,祝璐琛",钟光正(20201222-20220623) 潘巍(20201222-20220301) 王涛(20220520-至今) 祝璐琛(20220520-至今),否,混合型基金,偏债混合型基金,21247809.05,2.5972602739726,,18.266290956083
212,010821.OF,东方红多元策略混合B,李澄清,高义(20210104-20230404) 李澄清(20220810-至今),否,混合型基金,灵活配置型基金,61815776.86,2.5616438356164,34.71,92.98925850644
213,010824.OF,天弘创新成长A,周楷宁,陈国光(20210205-20221203) 周楷宁(20210205-至今),否,混合型基金,偏股混合型基金,444994984.42,2.4739726027397,25.47,82.473159858754
214,010825.OF,天弘创新成长C,周楷宁,陈国光(20210205-20221203) 周楷宁(20210205-至今),否,混合型基金,偏股混合型基金,224405820.11,2.4739726027397,4.14,82.473159858754
215,010826.OF,大成产业趋势混合A,韩创,韩创(20210209-至今),否,混合型基金,偏股混合型基金,973782010.58,2.4630136986301,32.23,93.984574941571
216,010827.OF,大成产业趋势混合C,韩创,韩创(20210209-至今),否,混合型基金,偏股混合型基金,297653077.18,2.4630136986301,6.03,93.984574941571
217,010828.OF,国寿安保稳悦混合A,姜绍政,阚磊(20210318-20230201) 姜绍政(20211012-至今),否,混合型基金,偏债混合型基金,107572068.36,2.3616438356164,99.89,17.973131880599
218,010829.OF,国寿安保稳悦混合C,姜绍政,阚磊(20210318-20230201) 姜绍政(20211012-至今),否,混合型基金,偏债混合型基金,30644101.06,2.3616438356164,99.02,17.973131880599
219,010830.OF,国泰通利9个月持有期混合A,"程洲,程瑶",程洲(20210205-至今) 程瑶(20210709-至今),否,混合型基金,偏债混合型基金,344341478.84,2.4739726027397,4.98,17.544399756799
220,010831.OF,国泰通利9个月持有期混合C,"程洲,程瑶",程洲(20210205-至今) 程瑶(20210709-至今),否,混合型基金,偏债混合型基金,25262712.55,2.4739726027397,,17.544399756799
221,010832.OF,国泰合益混合A,戴计辉,戴计辉(20210201-至今),否,混合型基金,偏债混合型基金,148135374.47,2.4849315068493,84.64,19.085848943142
222,010833.OF,国泰合益混合C,戴计辉,戴计辉(20210201-至今),否,混合型基金,偏债混合型基金,10077325.63,2.4849315068493,,19.085848943142
223,010834.OF,国泰同益18个月持有期混合A,樊利安,樊利安(20210428-至今),否,混合型基金,偏债混合型基金,33420189.26,2.2493150684932,,13.16895479184
224,010835.OF,国泰同益18个月持有期混合C,樊利安,樊利安(20210428-至今),否,混合型基金,偏债混合型基金,29778000.06,2.2493150684932,,13.16895479184
225,010839.OF,易方达瑞安混合发起式A,胡文伯,杨康(20210108-20230628) 胡文伯(20230316-至今),否,混合型基金,灵活配置型基金,502594333.31,2.5506849315068,99.2,20.45125923077
226,010840.OF,易方达瑞安混合发起式C,胡文伯,杨康(20210108-20230628) 胡文伯(20230316-至今),否,混合型基金,灵活配置型基金,204371185.13,2.5506849315068,92.25,20.45125923077
227,010841.OF,华宝红利精选混合C,唐雪倩,张奇(20201202-20220617) 唐雪倩(20220617-至今),否,混合型基金,偏股混合型基金,3657989.6,2.6520547945205,86.45,91.598912164808
228,010842.OF,华宝科技先锋混合C,庄皓亮,徐林明(20201201-20221020) 庄皓亮(20220823-至今),否,混合型基金,偏股混合型基金,26963450.11,2.6547945205479,,90.424030494817
229,010843.OF,富国天润回报混合A,于渤,于渤(20210302-至今),否,混合型基金,偏债混合型基金,295186958.9,2.4054794520548,92.32,20.814775862305
230,010844.OF,富国天润回报混合C,于渤,于渤(20210302-至今),否,混合型基金,偏债混合型基金,17739407.02,2.4054794520548,69.84,20.814775862305
231,010845.OF,宏利波控回报12个月混合,"刘欣,宁霄,曾薏桐",刘欣(20210119-至今) 傅浩(20210119-20210909) 宁霄(20210809-至今) 曾薏桐(20220809-至今),否,混合型基金,偏债混合型基金,751483279.73,2.5205479452055,0.56,25.439077924642
232,010846.OF,南方卓越优选3个月持有混合A,李锦文,李振兴(20210209-20221202) 李锦文(20221118-至今),否,混合型基金,偏股混合型基金,1926332551.98,2.4630136986301,0.08,93.174983409457
233,010847.OF,南方卓越优选3个月持有混合C,李锦文,李振兴(20210209-20221202) 李锦文(20221118-至今),否,混合型基金,偏股混合型基金,290036746.03,2.4630136986301,0.05,93.174983409457
234,010849.OF,易方达竞争优势企业混合C,冯波,冯波(20210120-至今),否,混合型基金,偏股混合型基金,1883044048.62,2.5178082191781,0.61,90.504244619546
235,010850.OF,海富通富利三个月持有A,"杜晓海,张靖爽",杜晓海(20210720-至今) 张靖爽(20210720-至今),否,混合型基金,偏债混合型基金,30531479.14,2.0219178082192,0.03,20.725657069852
236,010851.OF,海富通富利三个月持有C,"张靖爽,杜晓海",杜晓海(20210720-至今) 张靖爽(20210720-至今),否,混合型基金,偏债混合型基金,25502156.87,2.0219178082192,16.99,20.725657069852
237,010852.OF,中欧内需成长混合A,郭睿,郭睿(20210803-至今),否,混合型基金,偏股混合型基金,305032993.94,1.9835616438356,0.15,93.037674812849
238,010853.OF,中欧内需成长混合C,郭睿,郭睿(20210803-至今),否,混合型基金,偏股混合型基金,46306782.19,1.9835616438356,0.03,93.037674812849
239,010857.OF,宝盈祥乐一年持有期混合A,"吕姝仪,王灏",邓栋(20210721-20220909) 吕姝仪(20210820-至今) 王灏(20220315-至今),否,混合型基金,偏债混合型基金,46100178.43,2.0191780821918,42.73,33.108771757199
240,010858.OF,宝盈祥乐一年持有期混合C,"吕姝仪,王灏",邓栋(20210721-20220909) 吕姝仪(20210820-至今) 王灏(20220315-至今),否,混合型基金,偏债混合型基金,4857656.86,2.0191780821918,,33.108771757199
241,010861.OF,长信企业优选一年持有混合,叶松,叶松(20210310-至今),否,混合型基金,灵活配置型基金,744228078.21,2.3835616438356,1.3,83.160509866592
242,010863.OF,鹏华安裕5个月持有期混合A,杨雅洁,汪坤(20210203-20220325) 杨雅洁(20220325-至今),否,混合型基金,偏债混合型基金,253951482.1,2.4794520547945,99.94,19.103352816333
243,010864.OF,泓德卓远混合A,于浩成,邬传雁(20201222-20230221) 于浩成(20210828-至今),否,混合型基金,偏股混合型基金,2212692271.86,2.5972602739726,0.13,92.602054578347
244,010865.OF,泓德卓远混合C,于浩成,邬传雁(20201222-20230221) 于浩成(20210828-至今),否,混合型基金,偏股混合型基金,985694390.43,2.5972602739726,0.16,92.602054578347
245,010868.OF,华宝安盈混合,曾健飞,林昊(20210608-20230304) 王正(20210608-20230304) 曾健飞(20230304-至今),否,混合型基金,偏债混合型基金,422470164.94,2.1369863013699,0.82,22.389490874455
246,010869.OF,汇添富稳健欣享一年持有混合,"陈思行,胡奕",叶盛(20210430-20221125) 李云鑫(20210430-20221125) 陈思行(20221125-至今) 胡奕(20221125-至今),否,混合型基金,偏债混合型基金,836661302.68,2.2438356164384,,19.823317138875
247,010870.OF,汇添富稳健鑫添益六个月持有混合A,"林渌,吴江宏",吴江宏(20210325-至今) 林渌(20230731-至今),否,混合型基金,偏债混合型基金,173297678.69,2.3424657534247,,22.102205044048
248,010874.OF,泰康品质生活混合A,宋仁杰,宋仁杰(20201230-至今),否,混合型基金,偏股混合型基金,882999404.61,2.5753424657534,55.63,84.197234679818
249,010875.OF,泰康品质生活混合C,宋仁杰,宋仁杰(20201230-至今),否,混合型基金,偏股混合型基金,369724057.08,2.5753424657534,5.98,84.197234679818
250,010876.OF,浙商智选先锋一年持有期混合A,平舒宇,查晓磊(20210810-20220113) 向伟(20210810-20230608) 平舒宇(20221219-至今),否,混合型基金,偏股混合型基金,350550789.71,1.9643835616438,,94.345523217315
251,010877.OF,浙商智选先锋一年持有期混合C,平舒宇,查晓磊(20210810-20220113) 向伟(20210810-20230608) 平舒宇(20221219-至今),否,混合型基金,偏股混合型基金,57160245.37,1.9643835616438,,94.345523217315
252,010878.OF,诺德优势产业,朱红,朱红(20210330-至今),否,混合型基金,偏股混合型基金,56483348.06,2.3287671232877,20.27,93.949226967961
253,010879.OF,南方宝升混合A,吴冉劼,黄春逢(20210112-20221021) 吴冉劼(20221021-至今),否,混合型基金,偏债混合型基金,946817430.77,2.5397260273973,0.88,26.60854655333
254,010880.OF,南方宝升混合C,吴冉劼,黄春逢(20210112-20221021) 吴冉劼(20221021-至今),否,混合型基金,偏债混合型基金,389626928.1,2.5397260273973,0.24,26.60854655333
255,010881.OF,南方宝顺混合A,陈乐,陈乐(20210323-至今),否,混合型基金,偏债混合型基金,2141883813.67,2.3479452054795,,22.739879371853
256,010882.OF,南方宝顺混合C,陈乐,陈乐(20210323-至今),否,混合型基金,偏债混合型基金,29712068.87,2.3479452054795,,22.739879371853
257,010885.OF,长盛优势企业精选混合A,"郭堃,张谊然",郭堃(20210202-至今) 张谊然(20220816-至今),否,混合型基金,偏股混合型基金,945232448.38,2.4821917808219,0.06,83.45368604946
258,010886.OF,长盛优势企业精选混合C,"郭堃,张谊然",郭堃(20210202-至今) 张谊然(20220816-至今),否,混合型基金,偏股混合型基金,64683446.84,2.4821917808219,39.19,83.45368604946
259,010887.OF,南方消费升级混合A,郑诗韵,萧嘉倩(20210114-20220722) 郑诗韵(20220722-至今),否,混合型基金,偏股混合型基金,776297791.69,2.5342465753425,0.74,92.674589901206
260,010888.OF,南方消费升级混合C,郑诗韵,萧嘉倩(20210114-20220722) 郑诗韵(20220722-至今),否,混合型基金,偏股混合型基金,309148680.83,2.5342465753425,0.03,92.674589901206
261,010889.OF,工银创业板两年定开混合C,"杜洋,夏雨",杜洋(20210402-至今) 夏雨(20210402-至今),否,混合型基金,偏股混合型基金,10447881.15,2.3205479452055,,80.794020765875
262,010890.OF,交银鸿福六个月混合A,"于海颖,陈俊华",陈俊华(20210330-至今) 于海颖(20210330-至今),否,混合型基金,偏债混合型基金,120464776.02,2.3287671232877,,28.257530135329
263,010891.OF,交银鸿福六个月混合C,"陈俊华,于海颖",陈俊华(20210330-至今) 于海颖(20210330-至今),否,混合型基金,偏债混合型基金,6111787.95,2.3287671232877,0.0,28.257530135329
264,010894.OF,鹏华汇智优选混合A,"梁浩,朱睿",梁浩(20210108-至今) 聂毅翔(20210108-20220803) 朱睿(20211013-至今),否,混合型基金,偏股混合型基金,4899899463.59,2.5506849315068,0.63,93.626843737622
265,010895.OF,鹏华汇智优选混合C,"梁浩,朱睿",梁浩(20210108-至今) 聂毅翔(20210108-20220803) 朱睿(20211013-至今),否,混合型基金,偏股混合型基金,244143865.63,2.5506849315068,2.23,93.626843737622
266,010898.OF,银河产业动力混合A,郑巍山,神玉飞(20210125-20220317) 郑巍山(20220317-至今),否,混合型基金,偏股混合型基金,626527687.52,2.5041095890411,0.73,89.93040237526
267,010900.OF,中欧生益稳健一年混合A,黄华,黄华(20210112-至今),否,混合型基金,偏债混合型基金,509812521.76,2.5397260273973,,20.695906520706
268,010901.OF,中欧生益稳健一年混合C,黄华,黄华(20210112-至今),否,混合型基金,偏债混合型基金,75189612.84,2.5397260273973,,20.695906520706
