,thscode,ths_fund_code_fund,ths_fund_short_name_fund,ths_fund_supervisor_fund,ths_fund_manager_current_fund,ths_invest_type_second_classi_fund,ths_mergesize_fund,ths_portfolio_duration_fund,ths_jjzhjq_mkl_fund,ths_jjggbl_fund,ACEtype,Fundtype
3825,012489.OF,012489,招商招顺纯债D,招商基金,刘万锋,中长期纯债券型基金,1680259438.04,1.198695661968,1.1981912376314,119.09580929385,,纯债基金
3832,012567.OF,012567,长城久稳债券D,长城基金,吴冰燕,中长期纯债券型基金,813272684.88,0.82040084779019,0.81847148905946,117.30618455122,,纯债基金
3835,012580.OF,012580,财通资管鸿安30天滚动持有中短债债券A,财通证券资管,"陈希希,周庆",短期纯债券型基金,3563923260.17,0.68469768176833,1.9913602338,114.66308349903,A,纯债基金
3837,012591.OF,012591,广发添财180天滚动持有债券A,广发基金,宋倩倩,混合债券型基金(一级),2094312339.16,2.1840192125836,3.7405532690612,121.16346819729,A,纯债基金
3863,012742.OF,012742,工银瑞富一年定开纯债债券发起式,工银瑞信,张略钊,中长期纯债券型基金,10140372.75,0.13418348803188,0.36199738271146,100.62588004963,,纯债基金
3867,012750.OF,012750,上银慧鼎利债券,上银基金,楼昕宇,中长期纯债券型基金,765762681.1,1.0803596411721,1.0796542574679,126.56995138203,,纯债基金
3868,012773.OF,012773,嘉实超短债债券A,嘉实基金,李金灿,短期纯债券型基金,22504160590.99,1.330377107853,1.3280189297599,120.27319707031,A,纯债基金
3876,012803.OF,012803,国联聚优一年定开债券,国联基金,石霄蒙,中长期纯债券型基金,8268284188.19,1.3699990082505,2.7388158168395,144.10991047489,,纯债基金
3877,012806.OF,012806,招商添呈1年定开债,招商基金,黄晓婷,中长期纯债券型基金,3050160773.96,2.3207856052425,2.3205317269124,111.28330676331,,纯债基金
3882,012823.OF,012823,富国安利90天滚动持有债券A,富国基金,张波,中长期纯债券型基金,978125324.9,0.46118751806577,2.6258568557954,128.37152824853,A,纯债基金
3897,012933.OF,012933,易方达稳丰90天滚动持有短债债券A,易方达基金,梁莹,短期纯债券型基金,987502075.93,0.68026238008707,0.67972932142575,139.17182469877,A,纯债基金
3903,012941.OF,012941,广发添财90天滚动持有债券A,广发基金,宋倩倩,混合债券型基金(一级),1653807630.06,1.0446660348099,1.0439988988714,119.98142490902,A,纯债基金
3906,012948.OF,012948,兴证全球恒利一年定开债券发起式,兴证全球基金,"邓娟,翟秀华",中长期纯债券型基金,3091986293.62,2.7031148036866,1.6671020826595,167.55934111514,,纯债基金
3909,013008.OF,013008,淳厚稳宁6个月定开债,淳厚基金,"江文军,祁洁萍",中长期纯债券型基金,1011839548.95,2.6389293760427,2.4310207327454,112.10983520432,,纯债基金
3915,013062.OF,013062,国寿安保安诚纯债一年定开债券,国寿安保基金,"李一鸣,高鑫",混合债券型基金(一级),894031184.68,1.2090395504548,1.2088717005487,169.85085554633,,纯债基金
3918,013065.OF,013065,国泰利泽90天滚动持有中短债债券A,国泰基金,陶然,短期纯债券型基金,3867064958.04,0.80456518899419,2.4201167380646,109.15598385628,A,纯债基金
3920,013068.OF,013068,博时双月享60天滚动持有债券A,博时基金,郭思洁,中长期纯债券型基金,679961799.18,1.416848727579,2.9914745145944,120.96790294424,A,纯债基金
3924,013075.OF,013075,建信鑫悦90天滚动持有中短债债券发起A,建信基金,"彭紫云,陈建良",短期纯债券型基金,9242811292.41,0.89611371647133,1.6969271329004,117.98679832461,A,纯债基金
3926,013077.OF,013077,永赢乾益债券,永赢基金,钱布克,中长期纯债券型基金,6360019013.34,0.92298286599088,1.8210758888389,132.07675743266,,纯债基金
3927,013087.OF,013087,中加优悦一年定开债券,中加基金,袁素,中长期纯债券型基金,8436273492.54,1.3719975642407,1.3719690254051,154.93600611263,,纯债基金
3942,013159.OF,013159,国泰瑞鑫一年定期开放债券发起式,国泰基金,索峰,中长期纯债券型基金,6207815957.22,2.6436627094451,3.3377525355222,139.09247243239,,纯债基金
3955,013206.OF,013206,广发汇宜一年定期开放债券,广发基金,宋倩倩,中长期纯债券型基金,6273775843.25,1.5342674440123,1.5343383814104,128.68814078808,,纯债基金
3960,013213.OF,013213,兴业嘉鸿一年定开债券发起式,兴业基金,"雷志强,蔡艳菲",中长期纯债券型基金,2038828212.22,2.7866082530044,2.7863930097367,100.04038691662,,纯债基金
3963,013216.OF,013216,财通资管鸿启90天滚动持有发起式中短债A,财通证券资管,陈希希,短期纯债券型基金,5222390364.68,0.63595456116917,0.6354907236644,118.60730862771,A,纯债基金
3972,013236.OF,013236,长信30天滚动持有短债债券A,长信基金,"邹依恩,杜国昊",短期纯债券型基金,26655924221.27,0.2167506947438,2.7909136449209,101.74419267503,A,纯债基金
3980,013265.OF,013265,鹏扬淳熙一年定开债券发起式,鹏扬基金,焦翠,中长期纯债券型基金,1078321364.8,1.4186444985594,1.4185619790132,157.89950273922,,纯债基金
3988,013336.OF,013336,天弘安悦90天滚动持有短债发起,天弘基金,"王昌俊,王顺利",短期纯债券型基金,876496878.22,0.80008720511532,0.79915012598861,126.83509474873,,纯债基金
3989,013351.OF,013351,中加聚安60天滚动持有中短债发起式A,中加基金,闫沛贤,短期纯债券型基金,107219586.86,1.5944970276845,2.2049029033113,109.5656457093,A,纯债基金
3991,013373.OF,013373,中银证券安业债券A,中银证券,"余亮,曹张琪",中长期纯债券型基金,62560822.25,0.89130529613782,0.8891211952574,100.11594150683,A,纯债基金
3993,013375.OF,013375,平安元鑫120天滚动持有中短债A,平安基金,"欧阳亮,苏宁",混合债券型基金(一级),571166233.51,1.3786089940949,1.9910507150116,114.46528363945,A,纯债基金
3998,013391.OF,013391,招商安泰债券D,招商基金,刘万锋,混合债券型基金(一级),2753467339.32,6.149119038447,6.1469814940563,132.44561399594,,纯债基金
4002,013405.OF,013405,中航瑞旭3个月定开债A,中航基金,茅勇峰,中长期纯债券型基金,405267021.34,1.0655938873488,1.058626103019,111.64773581969,A,纯债基金
4004,013408.OF,013408,蜂巢丰和债券A,蜂巢基金,李海涛,混合债券型基金(一级),1553948303.26,1.2352430427787,1.2352503819126,112.39340449203,A,纯债基金
4008,013419.OF,013419,交银裕景纯债一年定期开放债券,交银施罗德,"季参平,张顺晨",中长期纯债券型基金,6211907815.42,1.9855286348957,1.9855252750299,152.95504488113,,纯债基金
4014,013456.OF,013456,长盛安逸纯债债券D,长盛基金,王贵君,中长期纯债券型基金,9734363894.39,1.9004505631695,4.5453547936436,115.43119858973,,纯债基金
4015,013457.OF,013457,华夏鼎业三个月定开债券A,华夏基金,"吴彬,张海静",中长期纯债券型基金,2676506410.85,2.314100884059,2.3136981814301,116.11597060001,A,纯债基金
4017,013459.OF,013459,华夏稳鑫增利80天债券A,华夏基金,"吴彬,张海静",混合债券型基金(一级),321759409.66,0.43301232868284,0.43199624697873,132.0764304637,A,纯债基金
4020,013487.OF,013487,华安领荣一年定开债券发起式,华安基金,"康钊,林唐宇",中长期纯债券型基金,1020020506.56,1.9663965802262,2.3309338519758,153.46092405035,,纯债基金
4023,013494.OF,013494,华泰柏瑞锦元债券,华泰柏瑞基金,罗远航,中长期纯债券型基金,522642677.85,1.8015256641073,2.1349118379547,125.44536892913,,纯债基金
4030,013522.OF,013522,华富吉丰60天滚动持有中短债A,华富基金,"尹培俊,倪莉莎",短期纯债券型基金,6054555676.16,0.81782122191145,1.1418821455254,104.27221017966,A,纯债基金
4034,013538.OF,013538,鹏华永宁3个月定开债券,鹏华基金,"邓明明,杜培俊",中长期纯债券型基金,1000951903.84,1.3014313090913,2.1190703101827,139.72992593494,,纯债基金
4043,013563.OF,013563,银华季季盈3个月滚动持有债券A,银华基金,"王树丽,魏昕宇",混合债券型基金(一级),11559620776.18,0.75182004256758,1.7285244784287,110.99098375691,A,纯债基金
4067,013648.OF,013648,长信稳丰债券A,长信基金,邹依恩,中长期纯债券型基金,1037604882.97,0.60780318353151,1.6615457196668,104.10245476468,A,纯债基金
4071,013654.OF,013654,永赢信利碳中和一年定开债券发起,永赢基金,吴玮,中长期纯债券型基金,2653654364.26,2.5123421599961,2.5092600787418,158.85496947058,,纯债基金
4083,013699.OF,013699,永赢安盈90天滚动持有债券发起A,永赢基金,"吴玮,杨凡颖,谢越",中长期纯债券型基金,464585652.88,1.5684679898314,1.5685300915064,109.53126578824,A,纯债基金
4085,013703.OF,013703,招商添福1年定开债,招商基金,马龙,中长期纯债券型基金,11270321462.06,2.0320452670396,2.0318528968769,112.14816342355,,纯债基金
4090,013718.OF,013718,兴银稳益30天持有期债券A,兴银基金,王深,中长期纯债券型基金,42790298.3,0.84873306069965,0.84808724595783,100.28312600008,A,纯债基金
4093,013723.OF,013723,上银聚顺益一年定开债券发起式,上银基金,"蔡唯峰,楼昕宇",中长期纯债券型基金,1014315598.78,1.7219991447308,3.1079762191799,143.2070862567,,纯债基金
4096,013728.OF,013728,创金合信恒宁30天滚动持有短债A,创金合信基金,"谢创,黄佳祥",混合债券型基金(一级),2650396466.5,0.54683768530423,2.4302677739374,125.4025829075,A,纯债基金
4110,013780.OF,013780,华夏鼎丰债券,华夏基金,孙蕾,中长期纯债券型基金,2617008671.02,1.3562943345415,3.5371680978651,120.91578497585,,纯债基金
4115,013799.OF,013799,财通安裕30天持有期中短债债券A,财通基金,"罗晓倩,闫梦璇",短期纯债券型基金,7072692166.13,0.56203996698388,1.2003264284766,101.11132177598,A,纯债基金
4118,013804.OF,013804,财通资管鸿越3个月滚动持有债券A,财通证券资管,陈希希,混合债券型基金(一级),2135585840.88,1.0930705647859,1.842400013736,111.01255140009,A,纯债基金
4122,013808.OF,013808,易方达稳悦120天滚动短债A,易方达基金,"刘琬姝,李一硕",短期纯债券型基金,613302733.05,0.63047126861531,0.62995348496357,122.42129128239,A,纯债基金
4127,013821.OF,013821,南方定利一年定开债券,南方基金,金凌志,中长期纯债券型基金,5347337925.87,1.4771258874219,1.4745770263646,132.72848737936,,纯债基金
4133,013838.OF,013838,中银恒嘉60天滚动持有短债A,中银基金,"朱水媚,白洁",短期纯债券型基金,73857263.79,0.67905343996341,0.83125955997663,129.97302893991,A,纯债基金
4138,013864.OF,013864,平安元泓30天滚动持有短债A,平安基金,"刘晓兰,欧阳亮",混合债券型基金(一级),584175707.19,0.28686175439747,0.28621393608137,114.35582131845,A,纯债基金
4141,013875.OF,013875,鑫元合享纯债D,鑫元基金,郭卉,中长期纯债券型基金,387970847.1,2.5495642226408,2.549009420045,132.0273739042,,纯债基金
4142,013901.OF,013901,华安众享180天持有期中短债A,华安基金,郑如熙,混合债券型基金(一级),443572461.98,0.80899594164345,1.5310994522431,132.96707110429,A,纯债基金
4144,013931.OF,013931,博时富恒一年定开债发起式,博时基金,黄海峰,中长期纯债券型基金,2550015708.56,2.7153544129611,2.7153392951684,159.00037036319,,纯债基金
4147,013952.OF,013952,工银瑞和3个月定期开放债券A,工银瑞信,"张略钊,赵建",中长期纯债券型基金,1184045350.32,2.3370443286968,2.3372110565345,110.1866378604,A,纯债基金
4157,013976.OF,013976,财通资管鸿佳60天滚动持有发起式中短债A,财通证券资管,李杰,短期纯债券型基金,1546688910.46,1.7559217779983,1.7559631929352,121.29244148276,A,纯债基金
4167,014004.OF,014004,博时富璟一年定开债,博时基金,黄海峰,中长期纯债券型基金,7274594176.48,1.278780455524,1.2786328999357,152.88350448563,,纯债基金
4169,014012.OF,014012,蜂巢丰吉纯债A,蜂巢基金,金之洁,中长期纯债券型基金,1042025490.37,0.90826921649787,1.0773707644958,114.15201269574,A,纯债基金
4174,014059.OF,014059,富国安慧短债债券A,富国基金,"张波,吴旅忠",短期纯债券型基金,136940203.78,0.27699913698197,1.0000356677833,130.60620470328,A,纯债基金
4187,014097.OF,014097,鹏扬利鑫60天滚动持有债券A,鹏扬基金,"黄乐婷,陈钟闻",混合债券型基金(一级),3603865346.93,0.94645954208987,0.94516117922191,104.6415357267,A,纯债基金
4191,014105.OF,014105,长城信利一年定开债券发起式,长城基金,"魏建,吴冰燕",中长期纯债券型基金,2080812057.58,3.0813157362553,3.5827133485836,138.5018304196,,纯债基金
4200,014230.OF,014230,国泰瑞丰纯债债券,国泰基金,索峰,中长期纯债券型基金,3034463477.78,1.667690734765,3.7863130662143,102.41266502352,,纯债基金
4201,014231.OF,014231,国寿安保安锦纯债一年定开债券发起式,国寿安保基金,卢珊,混合债券型基金(一级),2406879885.5,1.9177279927376,5.2669225118108,163.72960441361,,纯债基金
4202,014234.OF,014234,永赢轩益债券,永赢基金,章成,中长期纯债券型基金,2039563137.9,1.7943777700521,1.7915445814408,134.86298344322,,纯债基金
4204,014242.OF,014242,农银悦利债券,农银汇理基金,郭振宇,中长期纯债券型基金,1608110064.81,1.5400598237474,1.5397118238217,134.18570264312,,纯债基金
4205,014248.OF,014248,兴业一年持有期债券A,兴业基金,"蔡艳菲,周鸣",混合债券型基金(一级),2603241119.76,2.0302383593002,4.4620223297745,125.06659028381,A,纯债基金
4207,014250.OF,014250,建信鑫怡90天滚动持有中短债债券A,建信基金,"徐华婧,陈建良",短期纯债券型基金,995200738.77,0.26044927361763,0.25948293390706,118.5590654744,A,纯债基金
4209,014252.OF,014252,华泰柏瑞鸿裕90天滚动持有短债A,华泰柏瑞基金,"郑青,何子建,王烨斌",短期纯债券型基金,125401082.75,0.66465556776562,0.66405649551501,109.69922835056,A,纯债基金
4211,014257.OF,014257,国联恒泽纯债A,国联基金,石霄蒙,中长期纯债券型基金,755791326.87,1.6695863983194,1.6695446405204,102.71031846645,A,纯债基金
4223,014315.OF,014315,鹏华双季享180天持有期债券A,鹏华基金,刘涛,中长期纯债券型基金,9749161431.88,4.2969500299467,5.3974858590816,106.41122187326,A,纯债基金
4229,014367.OF,014367,招商添悦纯债D,招商基金,刘万锋,中长期纯债券型基金,8211262708.58,3.4419782028148,3.4413940139859,100.02217269273,,纯债基金
4239,014392.OF,014392,嘉实致乾纯债债券,嘉实基金,"赵国英,崔思维,陈硕",中长期纯债券型基金,1690297310.87,2.5945004694248,2.5945888718429,135.97178716016,,纯债基金
4249,014435.OF,014435,中航瑞夏一年定开债发起A,中航基金,"茅勇峰,汪术勤",中长期纯债券型基金,4091451332.13,2.1243569169662,2.1236062548768,133.46358445983,A,纯债基金
4255,014446.OF,014446,鹏华稳瑞中短债,鹏华基金,"叶朝明,王康佳",短期纯债券型基金,4635106720.12,0.82893880196449,0.82864047008951,120.24748640147,,纯债基金
4259,014452.OF,014452,天弘惠享一年定开债券发起,天弘基金,柴文婷,混合债券型基金(一级),1011818263.15,1.7923088672946,2.6685313008595,149.35082509931,,纯债基金
4264,014464.OF,014464,交银裕道纯债一年定期开放债券发起,交银施罗德,季参平,中长期纯债券型基金,2540571141.77,2.1827511233555,3.1362341366498,150.60101203835,,纯债基金
4268,014474.OF,014474,中欧安悦一年定开债券发起,中欧基金,LI TONG,中长期纯债券型基金,10061135.72,0.0875,0.0876,100.23003287744,,纯债基金
4270,014476.OF,014476,山西证券90天滚动持有短债A,山西证券,"刘凌云,缪佳",短期纯债券型基金,1121771375.41,0.40096167713083,0.68294592228423,123.37218530685,A,纯债基金
4272,014480.OF,014480,华夏鼎优债券A,华夏基金,张海静,中长期纯债券型基金,3031441240.8,3.1863289731946,3.1864624018734,116.45992357478,A,纯债基金
4287,014504.OF,014504,鹏扬淳开债券D,鹏扬基金,"王黎骁,陈钟闻",中长期纯债券型基金,504706110.52,2.7345391478989,2.7347510283756,130.77461521121,,纯债基金
4291,014517.OF,014517,华夏30天滚动短债债券发起式A,华夏基金,张海静,短期纯债券型基金,273005700.44,0.86441159162982,3.2181023121579,111.33144418602,A,纯债基金
4293,014552.OF,014552,中航瑞华ESG一年定开债发起A,中航基金,"茅勇峰,李祥源",中长期纯债券型基金,1028430270.01,4.7951308353566,5.8437298317344,130.02903874533,EA,纯债基金
4301,014638.OF,014638,银华安鑫短债债券D,银华基金,"王树丽,魏昕宇",短期纯债券型基金,5876694481.08,2.4422001647253,2.4422105542594,134.08417319632,,纯债基金
4317,014714.OF,014714,工银瑞兴一年定开纯债债券发起式,工银瑞信,张略钊,中长期纯债券型基金,1051124720.97,1.878868238257,1.878870200512,129.07952314145,,纯债基金
4321,014721.OF,014721,富国碳中和一年定期开放债券发起式,富国基金,"刘瀚驰,吕春杰",中长期纯债券型基金,2021692008.53,1.5113229657468,1.5110794492924,109.44382512591,,纯债基金
4325,014740.OF,014740,财通资管鸿商中短债A,财通证券资管,"陈希希,王珊",短期纯债券型基金,102903549.9,0.32766574601922,0.32765957574923,132.08179508101,A,纯债基金
4334,014778.OF,014778,国寿安保安和纯债,国寿安保基金,"高鑫,李一鸣",中长期纯债券型基金,909624348.28,1.6874681046689,1.6874367344615,100.03276991327,,纯债基金
4341,014815.OF,014815,财通资管鸿慧中短债发起式A,财通证券资管,王珊,短期纯债券型基金,122246279.4,0.47629239853489,0.47629289974837,121.71902214964,A,纯债基金
4351,014856.OF,014856,建信鑫享短债债券A,建信基金,"吴沛文,李星佑",短期纯债券型基金,1634914597.64,0.50352031719158,0.50202028446027,128.71456055856,A,纯债基金
4353,014858.OF,014858,建信鑫享短债债券F,建信基金,"李星佑,吴沛文",短期纯债券型基金,1634914597.64,,,128.71456055856,,纯债基金
4367,014952.OF,014952,国泰睿鸿一年定期开放债券发起式,国泰基金,刘嵩扬,中长期纯债券型基金,508395267.14,1.4192590401689,1.4186362905332,143.16398689439,,纯债基金
4370,014959.OF,014959,华泰柏瑞益兴三个月定开债券,华泰柏瑞基金,何子建,中长期纯债券型基金,615596916.84,1.1986481984159,1.1968111178346,126.53199168839,,纯债基金
4371,014965.OF,014965,国投瑞银顺和一年定开债发起式,国投瑞银基金,"李鸥,敬夏玺",中长期纯债券型基金,3545896331.35,1.3695976056804,1.3692933443156,146.45996669064,,纯债基金
4372,014966.OF,014966,永赢坤益债券,永赢基金,"钱布克,谢越",中长期纯债券型基金,2038960202.6,1.8151968628857,1.8127499101721,112.69094066133,,纯债基金
4375,014973.OF,014973,景顺景泰悦利三个月定开债A,景顺长城基金,"赵天彤,彭成军",中长期纯债券型基金,4866485921.25,1.1282652003952,1.1271169665891,166.32665790248,A,纯债基金
4383,015018.OF,015018,西部利得双兴一年定开债券发起,西部利得基金,"李安然,刘心峰",中长期纯债券型基金,511365129.3,1.8180726221807,2.5383052242145,140.98551112527,,纯债基金
4389,015049.OF,015049,招商添安1年定开债,招商基金,马龙,中长期纯债券型基金,14902161213.18,1.686950279018,1.6867620406831,115.33700827178,,纯债基金
4396,015081.OF,015081,兴业90天滚动持有中短债A,兴业基金,刘禹含,短期纯债券型基金,5225720958.020001,0.68232355807847,0.68116059454684,110.83853709718,A,纯债基金
4410,015209.OF,015209,华夏鼎成一年定开债券,华夏基金,"孙蕾,张海静",中长期纯债券型基金,2095838626.65,3.0510174190447,3.7048992288132,149.10798499764,,纯债基金
4417,015255.OF,015255,农银金耀定开债券,农银汇理基金,王明君,中长期纯债券型基金,3153796905.68,2.0714112749307,2.0706441910599,130.57743261093,,纯债基金
4420,015260.OF,015260,鹏华永鑫一年定开债券,鹏华基金,邓明明,中长期纯债券型基金,8075046217.07,1.6193211902392,1.6183610450594,141.52933291788,,纯债基金
4421,015263.OF,015263,淳厚稳荣一年定开债发起,淳厚基金,"江文军,张蕊",中长期纯债券型基金,2108593616.47,2.3169580388681,2.3176317054642,133.09230669484,,纯债基金
4427,015301.OF,015301,博时双季乐六个月持有期债券A,博时基金,张李陵,中长期纯债券型基金,245722326.56,6.02677971351,6.3441943771518,117.11974541708,A,纯债基金
4431,015315.OF,015315,富国汇享三个月定期开放债券A,富国基金,"吕春杰,李金柳,张洋",中长期纯债券型基金,3027206402.71,1.6804280657895,1.6803644369501,133.28371227638,A,纯债基金
4454,015397.OF,015397,博时富鸿金融债3个月定开债,博时基金,"黄海峰,胥艺",中长期纯债券型基金,4008310866.68,1.6844363395803,1.6843320872484,140.30392092463,,纯债基金
4464,015423.OF,015423,浦银安盛普裕一年定开债券,浦银安盛基金,章潇枫,中长期纯债券型基金,2648343229.78,2.0040971618544,2.0041236825997,100.03987795381,,纯债基金
4481,015469.OF,015469,永赢湖北国企债一年定开发起,永赢基金,"杨凡颖,余国豪",中长期纯债券型基金,2150260104.68,1.209986463145,2.0592513323569,160.79619201764,,纯债基金
4483,015471.OF,015471,万家鑫橙纯债债券A,万家基金,"周潜玮,石东",中长期纯债券型基金,3213605916.99,2.1681438696895,2.1680373890236,100.03922306134,A,纯债基金
4485,015473.OF,015473,工银瑞恒3个月定开债券A,工银瑞信,王朔,中长期纯债券型基金,2366607586.3,0.75616590112661,0.75469710315812,159.98039513045,A,纯债基金
4494,015487.OF,015487,蜂巢丰泰三个月定开债券A,蜂巢基金,李海涛,混合债券型基金(一级),1583973941.54,1.7201290786883,1.7197240788916,117.97174813452,A,纯债基金
4498,015492.OF,015492,中航瑞发3个月定开债A,中航基金,"汪术勤,茅勇峰",中长期纯债券型基金,2009393729.06,0.9240966337898,0.92268356751237,100.04565682856,A,纯债基金
4506,015516.OF,015516,建信鑫恒120天滚动持有中短债债券A,建信基金,"徐华婧,彭紫云",短期纯债券型基金,4637258250.66,0.84689878272924,0.84608229477981,112.8765846777,A,纯债基金
4512,015530.OF,015530,鹏华稳福中短债债券A,鹏华基金,"叶朝明,王康佳",短期纯债券型基金,456408022.13,1.2536033382326,1.2530755740795,130.00175514904,A,纯债基金
4523,015552.OF,015552,中加安盈一年定开债券发起,中加基金,于跃,中长期纯债券型基金,516988509.42,0.94530312217845,0.94412071928032,100.08671744571,,纯债基金
4525,015569.OF,015569,招商招裕纯债D,招商基金,"康晶,王闯",中长期纯债券型基金,56879202.52,4.6926450880659,4.6927420056222,117.72969333818,,纯债基金
4527,015581.OF,015581,国寿安保泰然纯债债券,国寿安保基金,丁宇佳,中长期纯债券型基金,405876498.19,0.77037719523037,3.1221285930866,125.58093992705,,纯债基金
4541,015622.OF,015622,平安合禧1年定开债发起式,平安基金,"张璐,段玮婧",中长期纯债券型基金,215351182.1,2.4334111254459,2.4330654176416,133.59148209663,,纯债基金
4542,015624.OF,015624,国投瑞银顺晖一年定开债发起式,国投瑞银基金,李鸥,中长期纯债券型基金,5120130618.41,2.148239580024,5.2802057158321,145.45116250516,,纯债基金
4545,015629.OF,015629,招商添兴6个月定开债,招商基金,刘万锋,中长期纯债券型基金,6578813730.67,2.3264838481964,2.3268132765973,102.80178867082,,纯债基金
4553,015653.OF,015653,鹏华永平6个月定开债券,鹏华基金,"祝松,邓明明",中长期纯债券型基金,2200963017.09,1.3994981240465,1.3993301155536,175.71567121802,,纯债基金
4554,015654.OF,015654,交银稳鑫短债债券D,交银施罗德,"黄莹洁,姬静",短期纯债券型基金,7955027518.270001,0.5597504825944,0.55834273405582,112.79603506364,,纯债基金
4567,015720.OF,015720,平安元悦60天滚动持有短债A,平安基金,"刘晓兰,张璐",短期纯债券型基金,58144940.14,1.0496734278717,1.6115920671536,110.09661314616,A,纯债基金
4573,015736.OF,015736,长盛盛裕纯债D,长盛基金,王贵君,中长期纯债券型基金,5266344800.2,2.9533830896891,2.952600154389,134.58845651145,,纯债基金
4576,015746.OF,015746,博时四月享120天持有期债券A,博时基金,倪玉娟,中长期纯债券型基金,102794382.84,0.46719059699331,3.114797576656,110.10307628984,A,纯债基金
4590,015811.OF,015811,兴证全球恒泰一年定开债券发起式,兴证全球基金,季伟杰,中长期纯债券型基金,5046399415.69,1.3730407217818,3.7088158464715,154.07149890843,,纯债基金
4591,015815.OF,015815,浦银稳鑫120天滚动持有中短债A,浦银安盛基金,曹治国,短期纯债券型基金,3300175443.55,1.1066105400583,1.6867267237901,116.19118708293,A,纯债基金
4601,015830.OF,015830,平安惠复纯债A,平安基金,"张璐,韩克",中长期纯债券型基金,1015672175.34,1.0378824437306,1.0369950894344,137.57489247869,A,纯债基金
4603,015832.OF,015832,永赢宏泰短债A,永赢基金,徐沛琳,短期纯债券型基金,538165962.62,2.082900696896,2.8079816462645,112.10887644264,A,纯债基金
4605,015834.OF,015834,汇添富鑫和纯债A,汇添富基金,杨靖,中长期纯债券型基金,2436199585.71,2.0670631549429,2.0673690964196,123.68230180418,A,纯债基金
4613,015848.OF,015848,天弘合益D,天弘基金,"潘昱杉,程明",中长期纯债券型基金,4121125124.47,1.1756829703453,1.6485052114624,104.09748101404,,纯债基金
4615,015852.OF,015852,华泰柏瑞益安三个月定开债券,华泰柏瑞基金,罗远航,中长期纯债券型基金,1066157177.24,1.9613242931386,1.9609852081977,114.21437525209,,纯债基金
4616,015853.OF,015853,汇添富稳安三个月持有债券A,汇添富基金,杨靖,混合债券型基金(一级),93681414.83,1.0294004875598,4.3325692499757,110.55596087863,A,纯债基金
4619,015858.OF,015858,浦银安盛盛嘉一年定开债券发起式,浦银安盛基金,陶祺,中长期纯债券型基金,5133491818.13,1.2894647177795,1.288665938744,133.65954165988,,纯债基金
4628,015893.OF,015893,广发景益债券,广发基金,吴迪,中长期纯债券型基金,2756308781.26,1.6151270900621,1.6154981608998,123.32276366279,,纯债基金
4634,015913.OF,015913,华夏鼎安一年定开债券发起式,华夏基金,吴彬,中长期纯债券型基金,10533724.66,5.7753961154654,5.7742862462415,162.35160916006,,纯债基金
4635,015917.OF,015917,兴业30天滚动持有中短债A,兴业基金,"刘禹含,王卓然",短期纯债券型基金,4419801797.28,0.53609285707375,1.8897273543236,101.84621804082,A,纯债基金
4639,015925.OF,015925,万家鑫融纯债债券A,万家基金,"周潜玮,周慧",中长期纯债券型基金,3040210795.53,0.7056598728134,1.0075560954951,100.04520989045,A,纯债基金
4652,015949.OF,015949,上银聚恒益一年定开债券发起式,上银基金,葛沁沁,中长期纯债券型基金,5071115249.55,1.5217242367014,1.5208419373723,134.5548726051,,纯债基金
4663,015969.OF,015969,博时富尊一年定开债发起式,博时基金,"黄海峰,王帅",混合债券型基金(一级),1555822453.15,3.3128722486843,3.9650959351875,135.51124812162,,纯债基金
4676,016009.OF,016009,中加博盈一年定开债券发起,中加基金,于跃,中长期纯债券型基金,2037067177.26,1.6926872068005,1.8212048947351,159.00703098887,,纯债基金
4677,016011.OF,016011,西部利得沣享债券A,西部利得基金,刘心峰,中长期纯债券型基金,3366944630.6,2.0432458823356,2.0430724648618,120.26956016792,A,纯债基金
4682,016023.OF,016023,兴业添益6个月定开债券,兴业基金,"周鸣,倪侃",中长期纯债券型基金,3292191003.57,2.4775159122609,2.4775541483814,139.22992068351,,纯债基金
4683,016024.OF,016024,工银稳健丰瑞90天持有短债A,工银瑞信,"张略钊,姚璐伟",短期纯债券型基金,1643741500.41,1.1539682336871,1.8019686488376,137.07797759246,A,纯债基金
4688,016031.OF,016031,民生加银瑞华绿债一年定开发起式,民生加银基金,"李文君,裴禹翔",中长期纯债券型基金,314301498.59,3.885607026803,3.8853166637785,107.35793522899,,纯债基金
4690,016034.OF,016034,建信鑫福60天持有期中短债债券A,建信基金,"徐华婧,彭紫云,胡泽元",短期纯债券型基金,1556861333.7,1.4160604001144,1.4159058091295,130.96878439097,A,纯债基金
4709,016111.OF,016111,鹏华丰尊债券,鹏华基金,王康佳,中长期纯债券型基金,6134063776.65,1.6194430170096,1.6187517222119,134.19692206731,,纯债基金
4730,016172.OF,016172,鹏扬利泽债券D,鹏扬基金,"焦翠,陈钟闻",短期纯债券型基金,9857354601.19,1.5991550638332,1.5987411165774,100.38689329372,,纯债基金
4732,016184.OF,016184,长城鼎利一年定开债券发起式,长城基金,张棪,中长期纯债券型基金,2027029625.29,2.3662602393439,2.3649309457385,151.4686162932,,纯债基金
4733,016189.OF,016189,国联恒通纯债A,国联基金,"石霄蒙,哈默",中长期纯债券型基金,7295101551.04,2.0099393592828,2.0097054560229,112.79108177222,A,纯债基金
