,thscode,ths_fund_code_fund,ths_fund_short_name_fund,ths_fund_supervisor_fund,ths_fund_manager_current_fund,ths_invest_type_second_classi_fund,ths_mergesize_fund,ths_found_years_fund
747,014248.OF,014248,兴业一年持有期债券A,兴业基金,"蔡艳菲,周鸣",混合债券型基金(一级),1891454914.62,1.7972602739726
748,014249.OF,014249,兴业一年持有期债券C,兴业基金,"周鸣,蔡艳菲",混合债券型基金(一级),1891454914.62,1.7972602739726
749,014250.OF,014250,建信鑫怡90天滚动持有中短债债券A,建信基金,"徐华婧,陈建良",短期纯债券型基金,898774823.01,1.6958904109589
750,014251.OF,014251,建信鑫怡90天滚动持有中短债债券C,建信基金,"徐华婧,陈建良",短期纯债券型基金,898774823.01,1.6958904109589
751,014252.OF,014252,华泰柏瑞鸿裕90天滚动持有短债A,华泰柏瑞基金,"郑青,何子建,王烨斌",短期纯债券型基金,129653923.78,1.3534246575342
752,014253.OF,014253,华泰柏瑞鸿裕90天滚动持有短债C,华泰柏瑞基金,"何子建,郑青,王烨斌",短期纯债券型基金,129653923.78,1.3534246575342
753,014257.OF,014257,国联恒泽纯债A,国联基金,石霄蒙,中长期纯债券型基金,640022187.06,1.8054794520548
754,014258.OF,014258,国联恒泽纯债C,国联基金,石霄蒙,中长期纯债券型基金,640022187.06,1.8054794520548
755,014259.OF,014259,百嘉百兴纯债债券,百嘉基金,李泉,中长期纯债券型基金,207682912.64,1.8109589041096
756,014265.OF,014265,新华鼎利债券E,新华基金,李晓然,混合债券型基金(二级),1052705075.08,1.8684931506849
757,014266.OF,014266,创金合信汇鑫一年定开债券发起,创金合信基金,吕沂洋,中长期纯债券型基金,2018744777.39,1.5013698630137
758,014281.OF,014281,农银金鸿短债债券C,农银汇理基金,马逸钧,短期纯债券型基金,1155777699.54,1.3369863013699
759,014284.OF,014284,鑫元皓利一年定开债发起式,鑫元基金,曹建华,中长期纯债券型基金,1202971951.23,1.5452054794521
760,014288.OF,014288,淳厚稳丰债券A,淳厚基金,祁洁萍,中长期纯债券型基金,601318805.76,1.3095890410959
761,014289.OF,014289,淳厚稳丰债券C,淳厚基金,祁洁萍,中长期纯债券型基金,601318805.76,1.3095890410959
762,014290.OF,014290,南方晨利一年定开债券发起,南方基金,王润栋,中长期纯债券型基金,1020481059.5,1.1835616438356
763,014297.OF,014297,摩根月月盈30天滚动持有发起式短债债券A,摩根资产管理,任翔,短期纯债券型基金,166831596.69,1.8328767123288
764,014298.OF,014298,摩根月月盈30天滚动持有发起式短债债券C,摩根资产管理,任翔,短期纯债券型基金,166831596.69,1.8328767123288
765,014315.OF,014315,鹏华双季享180天持有期债券A,鹏华基金,刘涛,中长期纯债券型基金,11894306921.31,1.5424657534247
766,014316.OF,014316,鹏华双季享180天持有期债券C,鹏华基金,刘涛,中长期纯债券型基金,11894306921.31,1.5424657534247
767,014336.OF,014336,金鹰元丰债券C,金鹰基金,林龙军,混合债券型基金(二级),1809842030.07,1.8438356164384
768,014337.OF,014337,中银证券安瑞6个月持有债券A,中银证券,吕文晔,混合债券型基金(二级),53884242.23,1.5041095890411
769,014338.OF,014338,中银证券安瑞6个月持有债券C,中银证券,吕文晔,混合债券型基金(二级),53884242.23,1.5041095890411
770,014343.OF,014343,泰康丰盛纯债一年定开发起,泰康基金,任慧娟,中长期纯债券型基金,509568588.49,1.1643835616438
771,014367.OF,014367,招商添悦纯债D,招商基金,刘万锋,中长期纯债券型基金,8136655318.36,1.8465753424658
772,014378.OF,014378,创金合信尊睿债券A,创金合信基金,黄佳祥,中长期纯债券型基金,4154490799.9,1.8356164383562
773,014379.OF,014379,创金合信尊睿债券C,创金合信基金,黄佳祥,中长期纯债券型基金,4154490799.9,1.8356164383562
774,014383.OF,014383,申万菱信集利三个月定期开放债券,申万菱信基金,杨翰,中长期纯债券型基金,849931945.58,1.7671232876712
775,014384.OF,014384,国投瑞银顺腾一年定开债发起式,国投瑞银基金,宋璐,中长期纯债券型基金,1017458317.79,1.3095890410959
776,014385.OF,014385,华富安业一年持有期债券A,华富基金,"尹培俊,戴弘毅",混合债券型基金(二级),171862925.51,1.3178082191781
777,014386.OF,014386,华富安业一年持有期债券C,华富基金,"戴弘毅,尹培俊",混合债券型基金(二级),171862925.51,1.3178082191781
778,014387.OF,014387,光大保德信尊利纯债一年债券发起式,光大保德信基金,邹强,中长期纯债券型基金,512629193.8,1.2904109589041
779,014388.OF,014388,渤海汇金兴宸一年定开债券发起,渤海汇金资管,"高延龙,李杨",中长期纯债券型基金,1625998383.04,1.2958904109589
780,014391.OF,014391,华安添信债券,华安基金,魏媛媛,中长期纯债券型基金,51164219.31,1.1369863013699
781,014392.OF,014392,嘉实致乾纯债债券,嘉实基金,"赵国英,崔思维,陈硕",中长期纯债券型基金,2168992150.56,1.7780821917808
782,014397.OF,014397,中银恒悦180天持有期债券A,中银基金,"陈玮,范锐",混合债券型基金(二级),591333009.74,1.6904109589041
783,014398.OF,014398,中银恒悦180天持有期债券C,中银基金,"陈玮,范锐",混合债券型基金(二级),591333009.74,1.6904109589041
784,014399.OF,014399,中银民利一年持有期债券A,中银基金,陈玮,混合债券型基金(二级),435756614.14,1.5780821917808
785,014400.OF,014400,中银民利一年持有期债券C,中银基金,陈玮,混合债券型基金(二级),435756614.14,1.5780821917808
786,014426.OF,014426,惠升中证同业存单AAA指数7天持有期,惠升基金,卓勇,被动指数型债券基金,2217270438.04,1.7890410958904
787,014427.OF,014427,富国中证同业存单AAA指数7天持有期,富国基金,张波,被动指数型债券基金,5704927826.1,1.7917808219178
788,014428.OF,014428,中航中证同业存单AAA指数7天持有,中航基金,"傅浩,李祥源",被动指数型债券基金,459812075.48,1.7972602739726
789,014429.OF,014429,华富中证同业存单AAA指数7天持有期,华富基金,马思嘉,被动指数型债券基金,562787952.72,1.7780821917808
790,014430.OF,014430,南方中证同业存单AAA指数7天持有,南方基金,"夏晨曦,朱佳",被动指数型债券基金,5288774956.56,1.7780821917808
791,014435.OF,014435,中航瑞夏一年定开债发起A,中航基金,"茅勇峰,汪术勤",中长期纯债券型基金,4108657136.6,1.772602739726
792,014436.OF,014436,中航瑞夏一年定开债发起C,中航基金,"茅勇峰,汪术勤",中长期纯债券型基金,4108657136.6,1.772602739726
793,014437.OF,014437,鹏华中证同业存单AAA指数7天持有期,鹏华基金,"胡哲妮,叶朝明",被动指数型债券基金,8198659029.91,1.7972602739726
794,014443.OF,014443,汇丰晋信丰盈债券A,汇丰晋信基金,"蔡若林,傅煜清",中长期纯债券型基金,381949693.83,1.1232876712329
795,014444.OF,014444,汇丰晋信丰盈债券C,汇丰晋信基金,"蔡若林,傅煜清",中长期纯债券型基金,381949693.83,1.1232876712329
796,014446.OF,014446,鹏华稳瑞中短债,鹏华基金,"叶朝明,王康佳",短期纯债券型基金,2170849623.2,1.758904109589
797,014447.OF,014447,大成惠源一年定开债发起式,大成基金,"冯佳,汪伟",混合债券型基金(一级),521236252.78,1.7780821917808
798,014448.OF,014448,安信永宁一年定开债券发起式,安信基金,宛晴,中长期纯债券型基金,819718749.29,1.7890410958904
799,014451.OF,014451,天弘新享一年定开债券发起,天弘基金,刘冬,混合债券型基金(二级),2029616703.02,1.7917808219178
800,014452.OF,014452,天弘惠享一年定开债券发起,天弘基金,柴文婷,混合债券型基金(一级),1519735160.02,1.1013698630137
801,014456.OF,014456,招商稳恒中短债60天持有期债券A,招商基金,滕越,混合债券型基金(一级),128061072.81,1.6767123287671
802,014457.OF,014457,招商稳恒中短债60天持有期债券C,招商基金,滕越,混合债券型基金(一级),128061072.81,1.6767123287671
803,014458.OF,014458,南方中债0-2年国开行债券指数E,南方基金,朱佳,被动指数型债券基金,2361576291.29,1.7780821917808
804,014459.OF,014459,南方中债1-5年国开行债券指数E,南方基金,"朱佳,董浩",被动指数型债券基金,320555156.0,1.7780821917808
805,014464.OF,014464,交银裕道纯债一年定期开放债券发起,交银施罗德,季参平,中长期纯债券型基金,2541749781.65,1.5068493150685
806,014465.OF,014465,长盛安鑫中短债D,长盛基金,张建,短期纯债券型基金,4393951304.83,1.8054794520548
807,014468.OF,014468,平安元和90天滚动持有短债A,平安基金,"刘晓兰,田元强",混合债券型基金(一级),4452742323.66,1.3698630136986
808,014469.OF,014469,平安元和90天滚动持有短债C,平安基金,"田元强,刘晓兰",混合债券型基金(一级),4452742323.66,1.3698630136986
809,014474.OF,014474,中欧安悦一年定开债券发起,中欧基金,LI TONG,中长期纯债券型基金,510205272.08,1.1068493150685
810,014475.OF,014475,华富富鑫一年定期开放债券型发起式,华富基金,"张惠,姚姣姣",中长期纯债券型基金,1622263176.91,1.5068493150685
811,014476.OF,014476,山西证券90天滚动持有短债A,山西证券,"刘凌云,缪佳",短期纯债券型基金,1206931434.88,1.7178082191781
812,014477.OF,014477,山西证券90天滚动持有短债C,山西证券,"缪佳,刘凌云",短期纯债券型基金,1206931434.88,1.7178082191781
813,014480.OF,014480,华夏鼎优债券A,华夏基金,张海静,中长期纯债券型基金,3467827385.49,1.441095890411
814,014481.OF,014481,华夏鼎优债券C,华夏基金,张海静,中长期纯债券型基金,3467827385.49,1.441095890411
815,014484.OF,014484,汇添富中债1-3年隐含评级AA+及以上信用债指数发起式A,汇添富基金,陆丛凡,被动指数型债券基金,598743654.3,1.7671232876712
816,014485.OF,014485,汇添富中债1-3年隐含评级AA+及以上信用债指数发起式C,汇添富基金,陆丛凡,被动指数型债券基金,598743654.3,1.7671232876712
817,014486.OF,014486,汇添富淳享一年定开债券发起式A,汇添富基金,"宋鹏,丁巍",混合债券型基金(一级),1018279283.49,1.1643835616438
818,014487.OF,014487,汇添富淳享一年定开债券发起式C,汇添富基金,"宋鹏,丁巍",混合债券型基金(一级),1018279283.49,1.1643835616438
819,014490.OF,014490,浙商汇金双月鑫60天滚动持有中短债A,浙商证券资管,"程嘉伟,蔡玮菁",短期纯债券型基金,380435696.47,1.4493150684932
820,014491.OF,014491,浙商汇金双月鑫60天滚动持有中短债C,浙商证券资管,"程嘉伟,蔡玮菁",短期纯债券型基金,380435696.47,1.4493150684932
821,014492.OF,014492,浙商汇金兴利增强债券A,浙商证券资管,蔡玮菁,混合债券型基金(二级),61375605.15,1.5643835616438
822,014493.OF,014493,浙商汇金兴利增强债券C,浙商证券资管,蔡玮菁,混合债券型基金(二级),61375605.15,1.5643835616438
823,014494.OF,014494,万家鑫丰纯债E,万家基金,周慧,中长期纯债券型基金,986393042.22,1.7972602739726
824,014500.OF,014500,华宸未来稳健添盈债券A,华宸未来基金,王斌,混合债券型基金(二级),4981725.33,1.7534246575342
825,014501.OF,014501,华宸未来稳健添盈债券C,华宸未来基金,王斌,混合债券型基金(二级),4981725.33,1.7534246575342
826,014502.OF,014502,泰信汇盈债券A,泰信基金,张安格,中长期纯债券型基金,521398484.13,1.5287671232877
827,014503.OF,014503,泰信汇盈债券C,泰信基金,张安格,中长期纯债券型基金,521398484.13,1.5287671232877
828,014504.OF,014504,鹏扬淳开债券D,鹏扬基金,"王黎骁,陈钟闻",中长期纯债券型基金,500085016.09,1.7150684931507
829,014510.OF,014510,圆信永丰聚兴一年期定开债发起,圆信永丰基金,"刘莎莎,林铮",中长期纯债券型基金,1718531714.59,1.2575342465753
830,014511.OF,014511,英大安盈30天滚动持有债券发起A,英大基金,吕一楠,中长期纯债券型基金,10953816.78,1.5287671232877
831,014512.OF,014512,英大安盈30天滚动持有债券发起C,英大基金,吕一楠,中长期纯债券型基金,10953816.78,1.5287671232877
832,014517.OF,014517,华夏30天滚动短债债券发起式A,华夏基金,张海静,短期纯债券型基金,1323294250.67,1.758904109589
833,014518.OF,014518,华夏30天滚动短债债券发起式C,华夏基金,张海静,短期纯债券型基金,1323294250.67,1.758904109589
834,014552.OF,014552,中航瑞华ESG一年定开债发起A,中航基金,"茅勇峰,李祥源",中长期纯债券型基金,1026551362.28,1.5424657534247
835,014553.OF,014553,中航瑞华ESG一年定开债发起C,中航基金,"李祥源,茅勇峰",中长期纯债券型基金,1026551362.28,1.5424657534247
836,014570.OF,014570,东吴鼎泰纯债C,东吴基金,"邵笛,杜澄楷",中长期纯债券型基金,61534309.65,1.7780821917808
837,014594.OF,014594,汇添富稳福60天滚动持有中短债A,汇添富基金,"王骏杰,徐寅喆",短期纯债券型基金,4559127125.68,1.6794520547945
838,014595.OF,014595,汇添富稳福60天滚动持有中短债C,汇添富基金,"王骏杰,徐寅喆",短期纯债券型基金,4559127125.68,1.6794520547945
839,014596.OF,014596,汇添富稳福60天滚动持有中短债E,汇添富基金,"徐寅喆,王骏杰",短期纯债券型基金,4559127125.68,1.6794520547945
840,014636.OF,014636,国联安中短债债券A,国联安基金,张昊,短期纯债券型基金,1623043175.71,1.3890410958904
841,014637.OF,014637,国联安中短债债券C,国联安基金,张昊,短期纯债券型基金,1623043175.71,1.3890410958904
842,014638.OF,014638,银华安鑫短债债券D,银华基金,"王树丽,魏昕宇",短期纯债券型基金,4584475734.82,1.7671232876712
843,014643.OF,014643,浦银安盛盛瑞纯债债券A,浦银安盛基金,杨鑫,中长期纯债券型基金,4140326721.11,1.7561643835616
844,014644.OF,014644,浦银安盛盛瑞纯债债券C,浦银安盛基金,杨鑫,中长期纯债券型基金,4140326721.11,1.7561643835616
845,014655.OF,014655,国联益海30天滚动持有短债A,国联基金,"韩正宇,潘巍",短期纯债券型基金,325965292.91,1.4301369863014
846,014656.OF,014656,国联益海30天滚动持有短债C,国联基金,"潘巍,韩正宇",短期纯债券型基金,325965292.91,1.4301369863014
847,014670.OF,014670,银华安盈短债债券D,银华基金,"龚美若,阚磊",短期纯债券型基金,1332608475.59,1.7534246575342
848,014671.OF,014671,富国裕利债券A,富国基金,"刘兴旺,黄纪亮",混合债券型基金(二级),5051749927.15,1.6
849,014672.OF,014672,富国裕利债券C,富国基金,"黄纪亮,刘兴旺",混合债券型基金(二级),5051749927.15,1.6
850,014675.OF,014675,惠升和顺恒利3个月定开债券A,惠升基金,沈亚峰,中长期纯债券型基金,3167029913.11,1.5397260273973
851,014676.OF,014676,惠升和顺恒利3个月定开债券C,惠升基金,沈亚峰,中长期纯债券型基金,3167029913.11,1.5397260273973
852,014688.OF,014688,招商招景纯债D,招商基金,曹晋文,中长期纯债券型基金,2171165904.4,1.7369863013699
853,014705.OF,014705,国泰君安君得利短债C,国泰君安资管,杜浩然,短期纯债券型基金,982886435.15,1.5616438356164
854,014710.OF,014710,平安惠韵纯债A,平安基金,苏宁,中长期纯债券型基金,2080975252.09,1.3095890410959
855,014711.OF,014711,平安惠韵纯债C,平安基金,苏宁,中长期纯债券型基金,2080975252.09,1.3095890410959
856,014712.OF,014712,恒生前海恒裕债券A,恒生前海基金,张昆,混合债券型基金(一级),403550763.37,1.7287671232877
857,014713.OF,014713,恒生前海恒裕债券C,恒生前海基金,张昆,混合债券型基金(一级),403550763.37,1.7287671232877
858,014714.OF,014714,工银瑞兴一年定开纯债债券发起式,工银瑞信,张略钊,中长期纯债券型基金,1055075392.83,1.6328767123288
859,014716.OF,014716,东兴兴源债券A,东兴基金,"宋立久,李晨辉",混合债券型基金(二级),4961505.26,1.7123287671233
860,014717.OF,014717,东兴兴源债券C,东兴基金,"李晨辉,宋立久",混合债券型基金(二级),4961505.26,1.7123287671233
861,014720.OF,014720,长江聚利债券型C,长江资管,戚彧,混合债券型基金(二级),32512873.93,1.7178082191781
862,014721.OF,014721,富国碳中和一年定期开放债券发起式,富国基金,"刘瀚驰,吕春杰",中长期纯债券型基金,2030587376.49,1.2767123287671
863,014723.OF,014723,嘉合磐弘一年定开纯债债券发起式,嘉合基金,季慧娟,中长期纯债券型基金,10122154.53,1.0630136986301
864,014738.OF,014738,广发恒祥债券A,广发基金,邱世磊,混合债券型基金(二级),187779591.93,1.4027397260274
865,014739.OF,014739,广发恒祥债券C,广发基金,邱世磊,混合债券型基金(二级),187779591.93,1.4027397260274
866,014740.OF,014740,财通资管鸿商中短债A,财通证券资管,"陈希希,王珊",短期纯债券型基金,174183774.22,1.558904109589
867,014741.OF,014741,财通资管鸿商中短债C,财通证券资管,"陈希希,王珊",短期纯债券型基金,174183774.22,1.558904109589
868,014742.OF,014742,恒生前海恒源嘉利债券A,恒生前海基金,"张昆,吕程",混合债券型基金(二级),512668538.7,1.3643835616438
869,014743.OF,014743,恒生前海恒源嘉利债券C,恒生前海基金,"吕程,张昆",混合债券型基金(二级),512668538.7,1.3643835616438
870,014748.OF,014748,西部利得季季稳90天滚动持有债券A,西部利得基金,"易圣倩,严志勇",中长期纯债券型基金,2383192278.4,1.4246575342466
871,014749.OF,014749,西部利得季季稳90天滚动持有债券C,西部利得基金,"易圣倩,严志勇",中长期纯债券型基金,2383192278.4,1.4246575342466
872,014769.OF,014769,财通资管双福9个月持有债券发起式A,财通证券资管,"顾宇笛,宫志芳,马航",混合债券型基金(二级),26810568.03,1.427397260274
873,014770.OF,014770,财通资管双福9个月持有债券发起式C,财通证券资管,"马航,顾宇笛,宫志芳",混合债券型基金(二级),26810568.03,1.427397260274
874,014775.OF,014775,招商安本增利债券A,招商基金,"王娟娟,滕越",混合债券型基金(二级),8699175914.24,1.7342465753425
875,014778.OF,014778,国寿安保安和纯债,国寿安保基金,"高鑫,李一鸣",中长期纯债券型基金,3011353822.15,1.1150684931507
876,014779.OF,014779,尚正臻利债券A,尚正基金,段吉华,中长期纯债券型基金,214971047.43,1.3698630136986
877,014780.OF,014780,尚正臻利债券C,尚正基金,段吉华,中长期纯债券型基金,214971047.43,1.3698630136986
878,014785.OF,014785,华安添顺债券,华安基金,"李振宇,魏媛媛",中长期纯债券型基金,1070783946.61,1.1369863013699
879,014801.OF,014801,红土创新丰源中短债A,红土创新基金,邱骏,短期纯债券型基金,13518445.8,1.6219178082192
880,014802.OF,014802,红土创新丰源中短债C,红土创新基金,邱骏,短期纯债券型基金,13518445.8,1.6219178082192
881,014814.OF,014814,格林泓皓纯债,格林基金,"杜钧天,柳杨",中长期纯债券型基金,593049502.91,1.5178082191781
882,014815.OF,014815,财通资管鸿慧中短债发起式A,财通证券资管,王珊,短期纯债券型基金,1030372238.76,1.1780821917808
883,014816.OF,014816,财通资管鸿慧中短债发起式C,财通证券资管,王珊,短期纯债券型基金,1030372238.76,1.1780821917808
884,014817.OF,014817,财通资管鸿慧中短债发起式E,财通证券资管,王珊,短期纯债券型基金,1030372238.76,1.1780821917808
885,014823.OF,014823,长信稳兴三个月定开债券A,长信基金,刘婧,中长期纯债券型基金,200147790.16,1.172602739726
886,014824.OF,014824,长信稳兴三个月定开债券C,长信基金,刘婧,中长期纯债券型基金,200147790.16,1.172602739726
887,014843.OF,014843,银河中债1-5年政金债指数A,银河基金,张沛,被动指数型债券基金,10432722.61,1.0383561643836
888,014844.OF,014844,银河中债1-5年政金债指数C,银河基金,张沛,被动指数型债券基金,10432722.61,1.0383561643836
889,014846.OF,014846,博时恒乐债券A,博时基金,张李陵,混合债券型基金(二级),227746658.0,1.4246575342466
890,014847.OF,014847,博时恒乐债券C,博时基金,张李陵,混合债券型基金(二级),227746658.0,1.4246575342466
891,014848.OF,014848,宏利闽利一年定开债券发起式,宏利基金,宁霄,中长期纯债券型基金,1013339874.11,1.427397260274
892,014856.OF,014856,建信鑫享短债债券A,建信基金,"吴沛文,李星佑",短期纯债券型基金,1535585674.53,1.3671232876712
893,014857.OF,014857,建信鑫享短债债券C,建信基金,"李星佑,吴沛文",短期纯债券型基金,1535585674.53,1.3671232876712
894,014858.OF,014858,建信鑫享短债债券F,建信基金,"李星佑,吴沛文",短期纯债券型基金,1535585674.53,1.3671232876712
895,014868.OF,014868,大摩灵动优选债券C,摩根士丹利基金,"方旭赟,周梦琳",混合债券型基金(二级),91485804.35,1.6767123287671
896,014870.OF,014870,方正富邦稳丰一年定开债券发起,方正富邦基金,区德成,中长期纯债券型基金,2602214600.05,1.5068493150685
897,014876.OF,014876,长城瑞利债券A,长城基金,魏建,中长期纯债券型基金,1515301344.99,1.2931506849315
898,014877.OF,014877,长城瑞利债券C,长城基金,魏建,中长期纯债券型基金,1515301344.99,1.2931506849315
899,014882.OF,014882,鑫元悦享60天滚动持有中短债A,鑫元基金,"黄轩,赵慧",短期纯债券型基金,192618040.07,1.4493150684932
900,014883.OF,014883,鑫元悦享60天滚动持有中短债C,鑫元基金,"赵慧,黄轩",短期纯债券型基金,192618040.07,1.4493150684932
901,014884.OF,014884,兴银合鑫债券,兴银基金,陶国峰,中长期纯债券型基金,1044259958.44,1.4301369863014
902,014887.OF,014887,招商安福1年定开债发起式,招商基金,"蔡振,王娟娟",混合债券型基金(二级),4030221141.24,1.6986301369863
903,014910.OF,014910,东方红短债债券A,东证资管,"丁锐,李燕",短期纯债券型基金,1899411556.03,1.5287671232877
904,014911.OF,014911,东方红短债债券C,东证资管,"李燕,丁锐",短期纯债券型基金,1899411556.03,1.5287671232877
905,014912.OF,014912,南方信元债券,南方基金,杜才超,中长期纯债券型基金,2704438063.38,1.5205479452055
906,014924.OF,014924,天弘优利短债发起A,天弘基金,"王顺利,陈钢",短期纯债券型基金,5069212043.47,1.372602739726
907,014925.OF,014925,天弘优利短债发起C,天弘基金,"陈钢,王顺利",短期纯债券型基金,5069212043.47,1.372602739726
908,014952.OF,014952,国泰睿鸿一年定期开放债券发起式,国泰基金,刘嵩扬,中长期纯债券型基金,500197822.09,1.0082191780822
909,014955.OF,014955,国联安添益增长债券A,国联安基金,陆欣,混合债券型基金(二级),80773444.6,1.2328767123288
910,014956.OF,014956,国联安添益增长债券C,国联安基金,陆欣,混合债券型基金(二级),80773444.6,1.2328767123288
911,014959.OF,014959,华泰柏瑞益兴三个月定开债券,华泰柏瑞基金,何子建,中长期纯债券型基金,1996948493.91,1.0602739726027
912,014965.OF,014965,国投瑞银顺和一年定开债发起式,国投瑞银基金,"李鸥,敬夏玺",中长期纯债券型基金,3548414485.79,1.3342465753425
913,014966.OF,014966,永赢坤益债券,永赢基金,"钱布克,谢越",中长期纯债券型基金,2026627526.45,1.213698630137
914,014968.OF,014968,中信建投景润3个月定开债券A,中信建投基金,杨龙龙,中长期纯债券型基金,50687745.32,1.1013698630137
915,014969.OF,014969,中信建投景润3个月定开债券C,中信建投基金,杨龙龙,中长期纯债券型基金,50687745.32,1.1013698630137
916,014973.OF,014973,景顺景泰悦利三个月定开债A,景顺长城基金,"赵天彤,彭成军",中长期纯债券型基金,3866585512.95,1.5616438356164
917,014974.OF,014974,景顺景泰悦利三个月定开债C,景顺长城基金,"彭成军,赵天彤",中长期纯债券型基金,3866585512.95,1.5616438356164
918,014991.OF,014991,嘉合磐恒债券A,嘉合基金,"季慧娟,于启明",混合债券型基金(二级),256358001.7,1.1232876712329
919,014992.OF,014992,嘉合磐恒债券C,嘉合基金,"季慧娟,于启明",混合债券型基金(二级),256358001.7,1.1232876712329
920,014993.OF,014993,广发景宏债券,广发基金,洪志,中长期纯债券型基金,1156337821.84,1.3890410958904
921,015003.OF,015003,中邮尊佑一年定开债券,中邮基金,郭志红,中长期纯债券型基金,2324659521.68,1.3095890410959
922,015008.OF,015008,汇安永利30天持有期短债A,汇安基金,黄济宽,短期纯债券型基金,594434796.7,1.558904109589
923,015009.OF,015009,汇安永利30天持有期短债C,汇安基金,黄济宽,短期纯债券型基金,594434796.7,1.558904109589
924,015018.OF,015018,西部利得双兴一年定开债券发起,西部利得基金,"李安然,刘心峰",中长期纯债券型基金,212924096.36,1.0191780821918
925,015019.OF,015019,蜂巢丰颐债券A,蜂巢基金,彭朝阳,混合债券型基金(一级),875761173.15,1.6164383561644
926,015020.OF,015020,蜂巢丰颐债券C,蜂巢基金,彭朝阳,混合债券型基金(一级),875761173.15,1.6164383561644
927,015022.OF,015022,万家安恒纯债3个月持有期债券发起式A,万家基金,谷丹青,中长期纯债券型基金,994954268.31,1.6191780821918
928,015023.OF,015023,万家安恒纯债3个月持有期债券发起式C,万家基金,谷丹青,中长期纯债券型基金,994954268.31,1.6191780821918
929,015045.OF,015045,大成惠信一年定开债发起式,大成基金,方孝成,中长期纯债券型基金,1055878658.56,1.6219178082192
930,015049.OF,015049,招商添安1年定开债,招商基金,马龙,中长期纯债券型基金,14697024703.9,1.5780821917808
931,015055.OF,015055,摩根安享回报一年持有期债券C,摩根资产管理,"陈圆明,王娟,杨鹏",混合债券型基金(二级),62119681.47,1.6383561643836
932,015063.OF,015063,华润元大润丰纯债债券A,华润元大基金,"尹华龙,金兴健",中长期纯债券型基金,870981923.65,1.0219178082192
933,015064.OF,015064,华润元大润丰纯债债券C,华润元大基金,"尹华龙,金兴健",中长期纯债券型基金,870981923.65,1.0219178082192
934,015069.OF,015069,华宝安宜六个月持有期债券A,华宝基金,李栋梁,混合债券型基金(二级),241034281.93,1.3479452054795
935,015070.OF,015070,华宝安宜六个月持有期债券C,华宝基金,李栋梁,混合债券型基金(二级),241034281.93,1.3479452054795
936,015076.OF,015076,中加恒享三个月定开债券,中加基金,张楠,中长期纯债券型基金,2550650563.99,1.4684931506849
937,015081.OF,015081,兴业90天滚动持有中短债A,兴业基金,刘禹含,短期纯债券型基金,4676502559.770001,1.5041095890411
938,015082.OF,015082,兴业90天滚动持有中短债C,兴业基金,刘禹含,短期纯债券型基金,4676502559.770001,1.5041095890411
939,015106.OF,015106,百嘉百顺纯债债券A,百嘉基金,李泉,中长期纯债券型基金,2177171873.87,1.5753424657534
940,015107.OF,015107,百嘉百顺纯债债券C,百嘉基金,李泉,中长期纯债券型基金,2177171873.87,1.5753424657534
941,015108.OF,015108,中泰安益利率债A,中泰证券(上海),"蔡凤仪,程冰",中长期纯债券型基金,1078439067.74,1.4301369863014
942,015109.OF,015109,中泰安益利率债C,中泰证券(上海),"蔡凤仪,程冰",中长期纯债券型基金,1078439067.74,1.4301369863014
943,015120.OF,015120,中银沃享一年定期开放债券发起式,中银基金,林炎滨,中长期纯债券型基金,2013683190.96,1.3945205479452
944,015141.OF,015141,华泰紫金周周购6个月滚动债发起A,华泰(上海)资管,"陈利,刘振超,曹渝",混合债券型基金(二级),98951490.6,1.558904109589
945,015142.OF,015142,华泰紫金周周购6个月滚动债发起C,华泰(上海)资管,"陈利,刘振超,曹渝",混合债券型基金(二级),98951490.6,1.558904109589
946,015164.OF,015164,鑫元晟利一年定开债发起式,鑫元基金,黄轩,中长期纯债券型基金,2580377508.99,1.1972602739726
947,015166.OF,015166,华泰保兴长三角金融债一年定开债券,华泰保兴基金,周咏梅,中长期纯债券型基金,1007891433.59,0.38904109589041
948,015167.OF,015167,申万菱信可转债债券C,申万菱信基金,杨翰,可转换债券型基金,76452117.41,1.5835616438356
949,015175.OF,015175,申万菱信稳益宝债券C,申万菱信基金,舒世茂,混合债券型基金(二级),213992129.55,1.5780821917808
950,015207.OF,015207,万家鑫瑞纯债D,万家基金,"徐青,谷丹青",混合债券型基金(一级),3000939781.8,1.5945205479452
951,015209.OF,015209,华夏鼎成一年定开债券,华夏基金,"孙蕾,张海静",中长期纯债券型基金,2120335767.21,1.441095890411
952,015239.OF,015239,山西证券裕享增强发起式A,山西证券,"李惟愚,缪佳,严撼",混合债券型基金(二级),26553258.16,1.4219178082192
953,015240.OF,015240,山西证券裕享增强发起式C,山西证券,"李惟愚,严撼,缪佳",混合债券型基金(二级),26553258.16,1.4219178082192
954,015243.OF,015243,东兴连裕6个月滚动持有债A,东兴基金,司马义买买提,混合债券型基金(一级),782929593.63,1.3095890410959
955,015244.OF,015244,东兴连裕6个月滚动持有债C,东兴基金,司马义买买提,混合债券型基金(一级),782929593.63,1.3095890410959
956,015248.OF,015248,国泰君安60天滚动持有中短债A,国泰君安资管,杜浩然,短期纯债券型基金,433683722.5,1.5780821917808
957,015249.OF,015249,国泰君安60天滚动持有中短债C,国泰君安资管,杜浩然,短期纯债券型基金,433683722.5,1.5780821917808
